question,code,product_name,category
Is there any allergen information for PICARD's cashew nuts flavored with pepper and salt?,3270160854400,"Noix de cajou, poivre et sel",allergen
What are the main ingredients in AH's Salade Specialiteit RUNDVLEES?,8719587095478,JAN SKO 09158 on Salade Specialiteit RUNDVLEES,ingredient
How many calories are in 100g of AH Salade Specialiteit RUNDVLEES?,8719587095478,JAN SKO 09158 on Salade Specialiteit RUNDVLEES,nutrition
Is there any added sugar in AH's Salade Specialiteit RUNDVLEES?,8719587095478,JAN SKO 09158 on Salade Specialiteit RUNDVLEES,constraint
What are the ingredients in Blue Dragon's Thai Red Curry Paste?,5010338206079,Thai Red Curry Paste,ingredient
Does Blue Dragon's Thai Red Curry Paste contain any fish allergens?,5010338206079,Thai Red Curry Paste,allergen
What is the energy content per 100g in Blue Dragon's Thai Red Curry Paste?,5010338206079,Thai Red Curry Paste,nutrition
What canned fish product contains mackerel fillets with tomato and basil?,3165957222015,Filets de Maquereaux Sauce Tomate et Basilic,product_lookup
Does Saupiquet's mackerel in tomato sauce contain any allergens?,3165957222015,Filets de Maquereaux Sauce Tomate et Basilic,allergen
How many grams of protein are in Saupiquet's Filets de Maquereaux Sauce Tomate et Basilic?,3165957222015,Filets de Maquereaux Sauce Tomate et Basilic,nutrition
What are the main ingredients in Carrefour's Original Vanilla Vla?,5400101490673,Carrefour Original Vla Goût Vanille,ingredient
Is there any milk in Carrefour Original Vla Goût Vanille?,5400101490673,Carrefour Original Vla Goût Vanille,allergen
What is the sugar content in Carrefour Original Vla Goût Vanille per 100g?,5400101490673,Carrefour Original Vla Goût Vanille,nutrition
What are the key ingredients in Sainsbury's Sweet Pepper Stir-in Pasta Sauce?,00278386,Sweet Pepper Stir-in Pasta Sauce,ingredient
How many calories are there in 100g of Sainsburys Sweet Pepper Stir-in Pasta Sauce?,00278386,Sweet Pepper Stir-in Pasta Sauce,nutrition
Is there any added sugar in Sainsbury's Sweet Pepper Stir-in Pasta Sauce?,00278386,Sweet Pepper Stir-in Pasta Sauce,ingredient
What are the ingredients in Praise's olive oil vinaigrette with roasted garlic?,9310047216847,Deli style Olive oil vinaigrette imp,ingredient
Does the Praise deli style olive oil vinaigrette contain any allergens?,9310047216847,Deli style Olive oil vinaigrette imp,allergen
How much fat is in Praise's deli style olive oil vinaigrette?,9310047216847,Deli style Olive oil vinaigrette imp,nutrition
What are the main ingredients in Lajkonik's Dobry Chrup salty snacks?,5900320011036,dobry chrup,ingredient
How much fat is in Lajkonik's Dobry Chrup snacks per 100 grams?,5900320011036,dobry chrup,nutrition
Are there any gluten-containing ingredients in Dobry Chrup by Lajkonik?,5900320011036,dobry chrup,allergen
What is the sugar content in Bioladen's honey spread?,4035626101318,Gourmet Frühstücks Honig,nutrition
Does Gourmet Frühstücks Honig contain any fat?,4035626101318,Gourmet Frühstücks Honig,nutrition
What type of sweet spread can I find from the brand Bioladen?,4035626101318,Gourmet Frühstücks Honig,discovery
What are the ingredients in ESN's Strawberry Yoghurt Flavour protein supplement?,4250519677057,Strawberry Yoghurt Flavour,ingredient
Is there any milk allergen present in ESN's Strawberry Yoghurt Flavour?,4250519677057,Strawberry Yoghurt Flavour,allergen
How much protein does each 100g serving of ESN Strawberry Yoghurt Flavour contain?,4250519677057,Strawberry Yoghurt Flavour,nutrition
What are the ingredients in Michel's Fairtrade fruit juice?,7610097160254,Fairtrade Michel Body Guard De Jus de Fruits,ingredient
How many calories are in Fairtrade Michel Body Guard De Jus de Fruits?,7610097160254,Fairtrade Michel Body Guard De Jus de Fruits,nutrition
Is there any fat in Michel's Fairtrade fruit juice?,7610097160254,Fairtrade Michel Body Guard De Jus de Fruits,nutrition
What are the ingredients in Macrobiotica's puffed rice cakes?,7790538009585,Galletas con Arroz Sin Sal,ingredient
Does Macrobiotica's Galletas con Arroz Sin Sal contain any allergens?,7790538009585,Galletas con Arroz Sin Sal,allergen
How many calories are there in 100g of Galletas con Arroz Sin Sal by Macrobiotica?,7790538009585,Galletas con Arroz Sin Sal,nutrition
What are the main ingredients in Pelican's breaded cod fish sticks?,7613269291565,Bâtonnets de cabillaud,ingredient
Is there gluten in the breaded cabillaud from Migros?,7613269291565,Bâtonnets de cabillaud,allergen
How many calories are there in 100 grams of Pelican's bâtonnets de cabillaud?,7613269291565,Bâtonnets de cabillaud,nutrition
What is the nutritional value of Topnatur's Probio kaše with dragon fruit?,8594028194954,Probio kaše - dračí ovoce,nutrition
Does Topnatur's Probio kaše contain any allergens?,8594028194954,Probio kaše - dračí ovoce,allergen
What are the main ingredients in Topnatur's instant porridge with dragon fruit?,8594028194954,Probio kaše - dračí ovoce,ingredient
What sweet snack has no sugars and is flavored with peppermint?,8410031945737,Peppermint,discovery
Can you tell me the ingredients of Smint's peppermint candies?,8410031945737,Peppermint,ingredient
How many calories are in Smint peppermint candies per 100g?,8410031945737,Peppermint,nutrition
What are the main ingredients in Schnucks reduced fat cheddar cheese?,0041318581386,Sharp Cheddar Cheese,ingredient
How much fat is in Sharp Cheddar Cheese by Schnucks?,0041318581386,Sharp Cheddar Cheese,nutrition
Is there any sugar in Schnucks reduced fat cheddar cheese?,0041318581386,Sharp Cheddar Cheese,nutrition
What is the allergen information for Tyson's Grilled Sweet Teriyaki Flavored Chicken Thigh Fillets?,0023700045287,Grilled Sweet Teriyaki Flavored Chicken Thigh Fillets,allergen
How many calories are there in 100 grams of Tyson Grilled Sweet Teriyaki Chicken Thigh Fillets?,0023700045287,Grilled Sweet Teriyaki Flavored Chicken Thigh Fillets,nutrition
Does Tyson offer a grilled chicken product with a sweet teriyaki flavor?,0023700045287,Grilled Sweet Teriyaki Flavored Chicken Thigh Fillets,product_lookup
What are the ingredients in Bonduelle's canned sweet corn?,3083680058933,Mais,ingredient
How many calories are there in 100 grams of Bonduelle canned corn?,3083680058933,Mais,nutrition
Is there any salt in Bonduelle's sweet corn in water?,3083680058933,Mais,allergen
What are the ingredients in Citterio prosciutto cotto made from organic pork?,80415985,Citterio prosciutto cotto Bio,ingredient
How many calories are in 100g of Citterio's organic cooked ham?,80415985,Citterio prosciutto cotto Bio,nutrition
Is Citterio prosciutto cotto Bio suitable for someone looking for a product with no artificial preservatives?,80415985,Citterio prosciutto cotto Bio,constraint
What is the brand of the smoked salmon that comes in a 140g package?,3256228972699,Saumon fumé Atlantique Ecosse 4 tranches 140g,product_lookup
Does Saumon fumé Atlantique Ecosse contain any fish allergens?,3256228972699,Saumon fumé Atlantique Ecosse 4 tranches 140g,allergen
How much fat is in the Atlantic smoked salmon from U per 100g?,3256228972699,Saumon fumé Atlantique Ecosse 4 tranches 140g,nutrition
What are the main ingredients in Vahiné's Billes multicolores?,3179142765003,Billes multicolores,ingredient
Is there any soy in the Billes multicolores by Vahiné?,3179142765003,Billes multicolores,allergen
How many calories are there in 100g of Vahiné Billes multicolores?,3179142765003,Billes multicolores,nutrition
What are the main ingredients in La Bio Idea's Sugo per pasta?,8717496903952,Sugo per pasta,ingredient
How many calories are there in 100g of Sugo per pasta by La Bio Idea?,8717496903952,Sugo per pasta,nutrition
Is La Bio Idea's Sugo per pasta suitable for someone with a cashew nut allergy?,8717496903952,Sugo per pasta,allergen
What ingredients are in McIlhenny Company's Tabasco chiles jalapeños?,8410118012536,Tabasco chiles jalapeños,ingredient
How much salt is in Tabasco chiles jalapeños from McIlhenny Company?,8410118012536,Tabasco chiles jalapeños,nutrition
Can I find a condiment made with jalapeño chiles and vinegar?,8410118012536,Tabasco chiles jalapeños,discovery
What are the main ingredients in korrekt's frozen fries?,4304218424112,Pommes Frites Feinschnitt,ingredient
How many calories are in Pommes Frites Feinschnitt by korrekt?,4304218424112,Pommes Frites Feinschnitt,nutrition
Does korrekt's frozen potato fries contain any added sugars?,4304218424112,Pommes Frites Feinschnitt,nutrition
What are the ingredients in BowlPros peanut butter?,8054145810309,Crema di arachidi,ingredient
How much fat is there per 100 grams in Crema di arachidi by BowlPros?,8054145810309,Crema di arachidi,nutrition
Which peanut butter has 100% arachidi and no added salt?,8054145810309,Crema di arachidi,comparison
What is the protein content in Prestigious Whey Myrtille?,3760253010092,Whey myrtille,nutrition
Does Prestigious Whey Myrtille contain any milk allergens?,3760253010092,Whey myrtille,allergen
What are the ingredients in Prestigious Whey Myrtille protein powder?,3760253010092,Whey myrtille,ingredient
What are the main ingredients in La Vie Claire's Infusion ayurvédique Vata?,3266191019338,Infusion ayurvédique Vata - La paix intérieure,ingredient
Which beverage from La Vie Claire is specifically made for Vata balance?,3266191019338,Infusion ayurvédique Vata - La paix intérieure,product_lookup
Does Infusion ayurvédique Vata from La Vie Claire contain any protein?,3266191019338,Infusion ayurvédique Vata - La paix intérieure,nutrition
What sweet snacks are available from M&S that contain gluten?,00141130,Belgian curls,discovery
Can you list the ingredients in Belgian curls by M&S?,00141130,Belgian curls,ingredient
How many calories are in M&S Belgian curls?,00141130,Belgian curls,nutrition
What are the main ingredients in Greenforce's vegan nuggets?,4260322212444,Vegane Nuggets,ingredient
How many calories are there in 100g of Greenforce vegan nuggets?,4260322212444,Vegane Nuggets,nutrition
Are Greenforce nuggets suitable for a vegetarian diet?,4260322212444,Vegane Nuggets,discovery
What are the ingredients in Biodyne's Super Porridge Noisette bio?,3258260024022,Super Porridge Noisette bio,ingredient
How many calories are in Super Porridge Noisette bio from Biodyne?,3258260024022,Super Porridge Noisette bio,nutrition
Is Super Porridge Noisette bio suitable for a gluten-free diet?,3258260024022,Super Porridge Noisette bio,allergen
What sweet snack from LINDT & SPRÜNGLI has a liquid chocolate center?,3046920047128,Chocolat mitflüssigem Choco-Kern,product_lookup
Can I find any filled milk chocolates that contain hazelnuts?,3046920047128,Chocolat mitflüssigem Choco-Kern,discovery
What allergens are present in Chocolat mitflüssigem Choco-Kern by LINDT?,3046920047128,Chocolat mitflüssigem Choco-Kern,allergen
How many grams of sugar are in a 100g serving of LINDT filled chocolates?,3046920047128,Chocolat mitflüssigem Choco-Kern,nutrition
Are there any filled chocolates with milk chocolate and almonds?,3046920047128,Chocolat mitflüssigem Choco-Kern,constraint
What are the main ingredients in LINDT's liquid chocolate-filled snack?,3046920047128,Chocolat mitflüssigem Choco-Kern,ingredient
How does the nutritional content of Chocolat mitflüssigem Choco-Kern compare to other filled chocolates?,3046920047128,Chocolat mitflüssigem Choco-Kern,comparison
What is the calorie count for Premier Protein's Chocolate Mint Protein Shake?,0643843802747,Chocolate Mint Protein Shake,nutrition
Does the Chocolate Mint Protein Shake contain any artificial flavors?,0643843802747,Chocolate Mint Protein Shake,ingredient
I am looking for a protein shake with a mint flavor; can you show me options?,0643843802747,Chocolate Mint Protein Shake,discovery
What are the ingredients in Chef de Pomme's slim cut pommes frites?,5712871049969,"Chef de Pomme - Pommes frites, slim cut",ingredient
How many calories are in Chef de Pomme's frozen fried potatoes per 100g?,5712871049969,"Chef de Pomme - Pommes frites, slim cut",nutrition
Is there any added sugar in the slim cut pommes frites by Chef de Pomme?,5712871049969,"Chef de Pomme - Pommes frites, slim cut",allergen
What freeze-dried fruit contains strawberries from Delicious Orchard?,19392486,Freeze-dried FRUIT,product_lookup
How many calories are there in 100g of Delicious Orchard freeze-dried strawberries?,19392486,Freeze-dried FRUIT,nutrition
Is there added sugar in Delicious Orchard's freeze-dried fruit?,19392486,Freeze-dried FRUIT,ingredient
What are the main ingredients in Kitchen Diet's beef meatballs with rice?,3700569000745,Boulettes de Boeuf et son riz,ingredient
Does Kitchen Diet's beef meatballs contain any soy allergens?,3700569000745,Boulettes de Boeuf et son riz,allergen
How many calories are in Kitchen Diet's beef meatballs and rice per 100g?,3700569000745,Boulettes de Boeuf et son riz,nutrition
What is the protein content per 100g in Petit Prix dried beef?,3250393402722,Viande de bœuf sechée,nutrition
Does Petit Prix's dried beef contain sodium nitrite or potassium nitrate?,3250393402722,Viande de bœuf sechée,ingredient
What are the main ingredients in Petit Prix's beef jerky?,3250393402722,Viande de bœuf sechée,ingredient
What are the main ingredients in Carrefour's shrimp spread with basil and pepper?,3523680523418,Tartinable à la crevette Au basilic et poivre,ingredient
Does Carrefour's tartinable à la crevette contain any fish or milk allergens?,3523680523418,Tartinable à la crevette Au basilic et poivre,allergen
How many calories are in 100 grams of Carrefour's shrimp spread with basil and pepper?,3523680523418,Tartinable à la crevette Au basilic et poivre,nutrition
What are the ingredients in Nestlé's rice pudding with rum and raisins?,0255354051950,Riz au lait- Rhum Raisins,ingredient
Is there any milk in the dessert called Riz au lait- Rhum Raisins?,0255354051950,Riz au lait- Rhum Raisins,allergen
How many calories are in a serving of Nestlé's Riz au lait- Rhum Raisins?,0255354051950,Riz au lait- Rhum Raisins,nutrition
What are the ingredients in Kania Thousand Island Salad Dressing?,20121129,Kania Thousand Island Salad Dressing,ingredient
How many calories are in Kania's Thousand Island dressing?,20121129,Kania Thousand Island Salad Dressing,nutrition
Is there added sugar in Kania Thousand Island Salad Dressing?,20121129,Kania Thousand Island Salad Dressing,ingredient
What are the ingredients in Ironmaxx's Protein 30 Bar?,4260648130224,Protein 30 Bar,ingredient
How many grams of protein does the Ironmaxx Protein 30 Bar have per 100g?,4260648130224,Protein 30 Bar,nutrition
Is there a sweet snack with 30 grams of protein per 100g from Ironmaxx?,4260648130224,Protein 30 Bar,discovery
What are the ingredients in Verfeuille's flower honey?,3527860000492,Miel de fleurs des Cevennes VERFEUILLE,ingredient
How many calories are in Miel de fleurs des Cevennes by Verfeuille?,3527860000492,Miel de fleurs des Cevennes VERFEUILLE,nutrition
Does Verfeuille's flower honey contain any fat?,3527860000492,Miel de fleurs des Cevennes VERFEUILLE,nutrition
What are the main ingredients in Kruidvat's Curcuma capsules?,8719179095879,Curcuma en gélules,ingredient
How many calories are there in 100g of Kruidvat Curcuma en gélules?,8719179095879,Curcuma en gélules,nutrition
Is Kruidvat's Curcuma en gélules suitable for vegetarians?,8719179095879,Curcuma en gélules,allergen
What are the ingredients in Everyday Essentials apple juice?,4088600222615,Apple Juice,ingredient
How many calories are in 100g of Everyday Essentials apple juice?,4088600222615,Apple Juice,nutrition
Is there any fat in Everyday Essentials apple juice?,4088600222615,Apple Juice,nutrition
What are the ingredients in Toddy's chocolate truffle wafer biscuits?,7896071025393,Biscoito Wafer Sabor Chocolate Trufado - Toddy,ingredient
How many calories are there in 100g of Toddy chocolate wafer snacks?,7896071025393,Biscoito Wafer Sabor Chocolate Trufado - Toddy,nutrition
Are there any artificial colors in Biscoito Wafer Sabor Chocolate Trufado by Toddy?,7896071025393,Biscoito Wafer Sabor Chocolate Trufado - Toddy,allergen
What are the ingredients in Gut & Günstig's Hähnchen Cordon Bleu?,4311596465880,Hähnchen Cordon Bleu,ingredient
How many calories are there in 100g of Hähnchen Cordon Bleu by Edeka?,4311596465880,Hähnchen Cordon Bleu,nutrition
Is there any added sugar in Edeka's Hähnchen Cordon Bleu?,4311596465880,Hähnchen Cordon Bleu,allergen
What are the main ingredients in Nestlé's Clusters almond cereal?,7613287308870,NESTLE CLUSTERS Mandel Cerealien,ingredient
Does Nestlé Clusters almond cereal contain any allergens?,7613287308870,NESTLE CLUSTERS Mandel Cerealien,allergen
How much sugar does Nestlé Clusters almond cereal have per 100g?,7613287308870,NESTLE CLUSTERS Mandel Cerealien,nutrition
What are the main ingredients in Skittles bite size candies?,0022000018847,Bite Size Candies,ingredient
How many calories are in 100g of Skittles candies?,0022000018847,Bite Size Candies,nutrition
Are there any artificial colors used in Skittles bite size candies?,0022000018847,Bite Size Candies,allergen
"Which cheese has a lower fat content, Coeurmandie's fromage allégé en matière grasse or regular cow cheese?",3228023120056,Fromage allégé en matière grasse,comparison
What are the primary ingredients in fromage allégé en matière grasse by Lactalis?,3228023120056,Fromage allégé en matière grasse,ingredient
Does the fromage allégé en matière grasse contain any allergens?,3228023120056,Fromage allégé en matière grasse,allergen
What is the protein content per 100g in Coeurmandie's reduced-fat cheese?,3228023120056,Fromage allégé en matière grasse,nutrition
I'm looking for a low-fat cheese; can you recommend something similar to fromage au lait pasteurisé?,3228023120056,Fromage allégé en matière grasse,discovery
Is there a cheese option that has zero sugars along with lower fat?,3228023120056,Fromage allégé en matière grasse,constraint
Can you tell me how much salt is in Lactalis' fromage allégé en matière grasse?,3228023120056,Fromage allégé en matière grasse,nutrition
What frozen dessert contains both vanilla and chestnut flavors from Ferme Collet?,3413160001850,Yaourt vanille châtaigne,product_lookup
Does the Yaourt vanille châtaigne have any milk allergens?,3413160001850,Yaourt vanille châtaigne,allergen
What is the sugar content per 100g of Ferme Collet's chestnut vanilla yogurt?,3413160001850,Yaourt vanille châtaigne,nutrition
What brand offers a salad with cucumber and egg?,2000000112048,Salade Verdé,discovery
Can you tell me the energy content of Crous Resto's Salade Verdé?,2000000112048,Salade Verdé,nutrition
Does Crous Resto's Salade Verdé contain any allergens?,2000000112048,Salade Verdé,allergen
What are the main ingredients in Ja! Rostbratwürstchen in Sauce?,4337256153720,Rostbratwürstchen,ingredient
How much fat is in 100g of Rewe's Rostbratwürstchen?,4337256153720,Rostbratwürstchen,nutrition
Are there any allergens in Ja! Rostbratwürstchen in Sauce?,4337256153720,Rostbratwürstchen,allergen
What is the energy content per 100g of Bigard's Haché au Bœuf Oignons?,3273230050269,Haché au Bœuf Oignons,nutrition
Does Haché au Bœuf Oignons by Bigard contain onions?,3273230050269,Haché au Bœuf Oignons,ingredient
Is there any added salt in the Haché au Bœuf Oignons from Bigard?,3273230050269,Haché au Bœuf Oignons,nutrition
What are the main ingredients in COLUN's vanilla flan?,22335692,Flan sabor Vainilla,ingredient
How many calories are in 100g of COLUN vanilla flan?,22335692,Flan sabor Vainilla,nutrition
Is COLUN's vanilla flan sweetened with natural sweeteners?,22335692,Flan sabor Vainilla,discovery
What ingredients are in Great Value's Rosée Pasta Sauce?,0628915408539,Great Value Rosée Pasta Sauce,ingredient
Does Great Value Rosée Pasta Sauce contain any allergens?,0628915408539,Great Value Rosée Pasta Sauce,allergen
What is the calorie content of Great Value Rosée Pasta Sauce per 100g?,0628915408539,Great Value Rosée Pasta Sauce,nutrition
What are the ingredients in Aroy-D's sweet chili sauce for chicken?,0016229905248,Sauce Sucrée Pimentée Pour Poulet,ingredient
How many calories are in Aroy-D's sauce sucrée pimentée pour poulet?,0016229905248,Sauce Sucrée Pimentée Pour Poulet,nutrition
Is there any fat in Aroy-D's sweet chili sauce?,0016229905248,Sauce Sucrée Pimentée Pour Poulet,nutrition
What are the main ingredients in Cora's salty snack mix?,3257980529046,Cocktail de Graines Salées,ingredient
Does Cora's Cocktail de Graines Salées contain any allergens?,3257980529046,Cocktail de Graines Salées,allergen
What is the protein content per 100g in Cora's Cocktail de Graines Salées?,3257980529046,Cocktail de Graines Salées,nutrition
What are the ingredients in Albert Ménès raspberry jam?,3162900037139,Confiture Extra de Framboise,ingredient
How many sugars are in the Extra Raspberry Confiture by Albert Ménès?,3162900037139,Confiture Extra de Framboise,nutrition
Is Albert Ménès raspberry jam suitable for a plant-based diet?,3162900037139,Confiture Extra de Framboise,discovery
What are the main ingredients in Nestlé's Sinlac baby food?,7613037019261,Sinlac,ingredient
How many calories are there in 100g of Nestlé Sinlac?,7613037019261,Sinlac,nutrition
Does Nestlé Sinlac contain any sugar?,7613037019261,Sinlac,allergen
What are the ingredients of Schar's Pan Gratí?,06174988,Pan Gratí,ingredient
Is there gluten in Schar's bread crumbs?,06174988,Pan Gratí,allergen
How many calories are in 100g of Pan Gratí by Schar?,06174988,Pan Gratí,nutrition
What are the ingredients in Intermarché's donuts?,0200400004459,donuts,ingredient
Are there any milk allergens in the donuts from Intermarché?,0200400004459,donuts,allergen
How many calories are there in a 100g serving of Intermarché donuts?,0200400004459,donuts,nutrition
What frozen breaded fish products does Findus offer?,3599740007327,"Colin Lieu ou d'Alaska, Surgelés",product_lookup
Does Colin Lieu d'Alaska contain gluten?,3599740007327,"Colin Lieu ou d'Alaska, Surgelés",allergen
How much fat is in Findus's breaded hake fish?,3599740007327,"Colin Lieu ou d'Alaska, Surgelés",nutrition
What are the ingredients in organic rolled oats?,8718907168847,Haver mout fijn,ingredient
Is there gluten in volkorenhavervlok?,8718907168847,Haver mout fijn,allergen
How many calories are there in a 100g serving of Haver mout fijn?,8718907168847,Haver mout fijn,nutrition
What are the ingredients in Carrefour's Papillotes Tattoo Chocolat au lait?,3560071301170,Papillotes Tattoo Chocolat au lait,ingredient
Does Carrefour's Papillotes Tattoo Chocolat au lait contain nuts?,3560071301170,Papillotes Tattoo Chocolat au lait,allergen
What is the calorie content per 100g of Papillotes Tattoo Chocolat au lait by Carrefour?,3560071301170,Papillotes Tattoo Chocolat au lait,nutrition
What are the ingredients in Exotic Food's coconut cream?,8853662002125,Kokoscreme,ingredient
How many calories are in Kreyenhop & Kluge's Kokoscreme per 100g?,8853662002125,Kokoscreme,nutrition
Is there any added sugar in Exotic Food Kokoscreme?,8853662002125,Kokoscreme,allergen
"What frozen food from Findus contains 65% vegetables, including pumpkin and carrot?",8057018221998,Cremosa zucca e carote,product_lookup
Can you tell me the ingredients in Findus's Cremosa zucca e carote?,8057018221998,Cremosa zucca e carote,ingredient
Is there any celery in Findus's Cremosa zucca e carote?,8057018221998,Cremosa zucca e carote,allergen
How many calories are in 100g of Findus's Cremosa zucca e carote?,8057018221998,Cremosa zucca e carote,nutrition
How does the fat content in Findus's Cremosa zucca e carote compare to other frozen vegetable mixes?,8057018221998,Cremosa zucca e carote,comparison
What frozen food product has pumpkin and carrot as key ingredients and is from the brand Findus?,8057018221998,Cremosa zucca e carote,discovery
What is the fat content constraint for Findus's Cremosa zucca e carote?,8057018221998,Cremosa zucca e carote,constraint
What brand offers a beef vegetable stew with beetroot that's made by Kuljanka?,20831844,Borschtsch mit Rindfleisch,product_lookup
Can you tell me the ingredients in the beef stew with beetroot from Lidl?,20831844,Borschtsch mit Rindfleisch,ingredient
How much fat is in the Kuljanka borschtsch with beef?,20831844,Borschtsch mit Rindfleisch,nutrition
What are the main ingredients in Serrano ham from Spain?,2228510019611,Jambon Serrano grande réserve 15 mois,ingredient
How much protein does Jambon Serrano grande réserve contain per 100g?,2228510019611,Jambon Serrano grande réserve 15 mois,nutrition
Is there any sugar in Jambon Serrano grande réserve?,2228510019611,Jambon Serrano grande réserve 15 mois,nutrient
What are the main ingredients in Agidra Crevettes?,3580282330035,Crevettes,ingredient
How much fat is in 100g of Agidra shrimp?,3580282330035,Crevettes,nutrition
Are there any allergens in Agidra Crevettes?,3580282330035,Crevettes,allergen
What are the nutritional details for AH Terra's frozen garden broad beans?,8719587092057,AH Terra Tuinbonen fijn,nutrition
Does AH Terra Tuinbonen fijn contain any added sugars?,8719587092057,AH Terra Tuinbonen fijn,ingredient
Are there any frozen vegetables by AH Terra that have 0.00g added salt?,8719587092057,AH Terra Tuinbonen fijn,discovery
What is the protein content per 100g in Pilos Milchreis?,4335619161481,Milchreis,nutrition
Can you tell me the ingredients of Pilos rice pudding?,4335619161481,Milchreis,ingredient
Are there any allergens in Pilos Milchreis?,4335619161481,Milchreis,allergen
What type of dessert is Pilos Milchreis considered?,4335619161481,Milchreis,discovery
How does the sugar content in Pilos Milchreis compare to other rice puddings?,4335619161481,Milchreis,comparison
What is the shelf life of an unopened Pilos Milchreis?,4335619161481,Milchreis,constraint
What are the ingredients in Edeka's Dijon mustard?,4311501641996,Dijon Senf,ingredient
Is there any mustard allergen in Edeka Dijon Senf?,4311501641996,Dijon Senf,allergen
How much fat is there in 100 grams of Edeka Dijon mustard?,4311501641996,Dijon Senf,nutrition
What are the main ingredients in Marks & Spencer's Chocolate Cornflake snack?,00842952,Chocolate Cornflake,ingredient
Is there any milk allergen in the Chocolate Cornflake from Marks & Spencer?,00842952,Chocolate Cornflake,allergen
How many calories are in 100 grams of Marks & Spencer's Chocolate Cornflake?,00842952,Chocolate Cornflake,nutrition
What are the ingredients in Biocoop's apricot jam?,3760121215321,Confiture abricot extra 310g,ingredient
Does Biocoop's Confiture abricot extra contain any allergens?,3760121215321,Confiture abricot extra 310g,allergen
What is the sugar content per 100g in Biocoop's apricot spread?,3760121215321,Confiture abricot extra 310g,nutrition
What are the main ingredients in Super Diet's Levure de bière?,3428881125600,Levure de bière,ingredient
Does Super Diet's Levure de bière contain gluten?,3428881125600,Levure de bière,allergen
What is the energy content of Levure de bière from Super Diet?,3428881125600,Levure de bière,nutrition
What are the ingredients in Virginia white rolls?,0883712000076,Virginia white rolls,ingredient
Does Virginia white rolls contain any milk allergens?,0883712000076,Virginia white rolls,allergen
What is the energy content per 100g of Virginia white rolls?,0883712000076,Virginia white rolls,nutrition
What dark chocolate biscuits from Biscuiterie de l'Abbaye contain sea salt from Guérande?,3226219013113,Les Petits carres Chocolat et sel de Guerande,product_lookup
Are there any allergens in Les Petits carres Chocolat et sel de Guerande?,3226219013113,Les Petits carres Chocolat et sel de Guerande,allergen
What is the sugar content per 100g in the chocolate biscuits with sea salt?,3226219013113,Les Petits carres Chocolat et sel de Guerande,nutrition
What are the main ingredients in VFC's vegan fried popcorn chicken?,5060884430169,Vegan Fried Popcorn Chicken,ingredient
Does VFC's vegan fried popcorn chicken contain any allergens like gluten or mustard?,5060884430169,Vegan Fried Popcorn Chicken,allergen
How many calories are in 100 grams of VFC's vegan fried popcorn chicken?,5060884430169,Vegan Fried Popcorn Chicken,nutrition
